2.140399999999999991e+01 2.140400000000000202e-03
2.141000000000000014e+01 2.141000000000000108e-03
2.141600000000000037e+01 2.141600000000000014e-03
2.142200000000000060e+01 2.142200000000000354e-03
2.142800000000000082e+01 2.142800000000000260e-03
2.143299999999999983e+01 2.143299999999999893e-03
2.143900000000000006e+01 4.287800000000000465e-03
2.144500000000000028e+01 4.289000000000000278e-03
2.145100000000000051e+01 4.290200000000000090e-03
2.145700000000000074e+01 4.291400000000000770e-03
2.146199999999999974e+01 4.292400000000000035e-03
2.146799999999999997e+01 6.440399999999999771e-03
2.147400000000000020e+01 6.442199999999999489e-03
2.148000000000000043e+01 6.443999999999999208e-03
2.148600000000000065e+01 6.445799999999999794e-03
2.149099999999999966e+01 6.447299999999999559e-03
2.149699999999999989e+01 6.449099999999999278e-03
2.150300000000000011e+01 8.601199999999999818e-03
2.150900000000000034e+01 8.603600000000001177e-03
2.151500000000000057e+01 8.606000000000000802e-03
2.151999999999999957e+01 8.608000000000001067e-03
2.152599999999999980e+01 8.610400000000000692e-03
2.153200000000000003e+01 8.612800000000000317e-03
2.153800000000000026e+01 8.615199999999999941e-03
2.154400000000000048e+01 8.617600000000001301e-03
2.154899999999999949e+01 8.619599999999999831e-03
2.155499999999999972e+01 8.621999999999999456e-03
2.156099999999999994e+01 8.624400000000000815e-03
2.156700000000000017e+01 8.626800000000000440e-03
2.157300000000000040e+01 8.629200000000000065e-03
2.157799999999999940e+01 8.631200000000000330e-03
2.158399999999999963e+01 8.633599999999999955e-03
2.158999999999999986e+01 8.635999999999999580e-03
2.159600000000000009e+01 8.638400000000000939e-03
2.160200000000000031e+01 8.640800000000000564e-03
2.160699999999999932e+01 8.642800000000000829e-03
2.161299999999999955e+01 8.645200000000000454e-03
2.161899999999999977e+01 8.647600000000000078e-03
2.162500000000000000e+01 8.649999999999999703e-03
2.163100000000000023e+01 8.652400000000001062e-03
2.163600000000000279e+01 6.490800000000000562e-03
2.164199999999999946e+01 6.492599999999999413e-03
2.164799999999999969e+01 6.494399999999999132e-03
2.165399999999999991e+01 6.496199999999999718e-03
2.166000000000000014e+01 6.497999999999999436e-03
2.166500000000000270e+01 6.499500000000000069e-03
2.167099999999999937e+01 6.501299999999998920e-03
2.167699999999999960e+01 6.503099999999999506e-03
2.168299999999999983e+01 6.504899999999999224e-03
2.168900000000000006e+01 6.506699999999999810e-03
2.169400000000000261e+01 6.508200000000000443e-03
2.169999999999999929e+01 6.509999999999999294e-03
2.170599999999999952e+01 6.511799999999999013e-03
2.171199999999999974e+01 6.513599999999999599e-03
2.171799999999999997e+01 6.515399999999999317e-03
2.172300000000000253e+01 6.516899999999999950e-03
2.172900000000000276e+01 6.518700000000000536e-03
2.173499999999999943e+01 6.520499999999999387e-03
2.174099999999999966e+01 6.522299999999999105e-03
2.174699999999999989e+01 6.524099999999999691e-03
2.175200000000000244e+01 6.525600000000000324e-03
2.175800000000000267e+01 6.527400000000000042e-03
2.176399999999999935e+01 6.529199999999998894e-03
2.176999999999999957e+01 6.530999999999999479e-03
2.177599999999999980e+01 6.532799999999999198e-03
2.178100000000000236e+01 6.534299999999999831e-03
2.178700000000000259e+01 6.536100000000000416e-03
2.179300000000000281e+01 6.537900000000000135e-03
2.179899999999999949e+01 8.719600000000000961e-03
2.180499999999999972e+01 8.722000000000000586e-03
2.181000000000000227e+01 8.724000000000000851e-03
2.181600000000000250e+01 8.726400000000002211e-03
2.182200000000000273e+01 8.728800000000001835e-03
2.182799999999999940e+01 8.731199999999999725e-03
2.183399999999999963e+01 8.733600000000001085e-03
2.183900000000000219e+01 1.091950000000000212e-02
2.184500000000000242e+01 1.092250000000000165e-02
2.185100000000000264e+01 1.092550000000000118e-02
2.185699999999999932e+01 1.092850000000000071e-02
2.186299999999999955e+01 1.093150000000000024e-02
2.186800000000000210e+01 1.312080000000000017e-02
2.187400000000000233e+01 1.312439999999999961e-02
2.188000000000000256e+01 1.312800000000000078e-02
2.188600000000000279e+01 1.313160000000000022e-02
2.189199999999999946e+01 1.532440000000000017e-02
2.189700000000000202e+01 1.532790000000000194e-02
2.190300000000000225e+01 1.533210000000000128e-02
2.190900000000000247e+01 1.533630000000000236e-02
2.191500000000000270e+01 1.753200000000000244e-02
2.192099999999999937e+01 1.753680000000000169e-02
2.192600000000000193e+01 1.754080000000000222e-02
2.193200000000000216e+01 1.754560000000000147e-02
2.193800000000000239e+01 1.974419999999999994e-02
